,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
489,O Sol,O Sol,Vitor Kley,2017-10-13,209000,0,0.641,0.12,0.641,0.623,0.0,0.104,-5.641,0.0256,97.532,4
490,Where Were You In The Morning?,Where Were You In The Morning?,Shawn Mendes,2018-05-18,200613,0,0.708,0.556,0.708,0.517,0.0,0.0992,-7.466,0.0618,87.992,4
491,SAD!,?,XXXTENTACION,2018-03-16,166605,83,0.74,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,4
492,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,2018-05-10,207904,73,0.601,0.0945,0.601,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4
493,Count on Me,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,197469,70,0.589,0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,4
494,Counting Stars,Native,OneRepublic,2013-01-01,257266,0,0.662,0.0603,0.662,0.71,0.0,0.119,-4.945,0.0364,121.979,4
495,Diamonds and Landmines,Diamonds and Landmines,Ego Kill Talent,2018-05-11,213647,0,0.435,0.00166,0.435,0.857,0.0,0.051,-6.224,0.144,172.258,4
496,Love Somebody,Overexposed (Deluxe),Maroon 5,2012-01-01,229813,59,0.675,0.145,0.675,0.792,0.0,0.12,-6.303,0.0368,120.016,4
497,Home To Mama,Home To Mama,Justin Bieber,2014-11-25,203266,0,0.688,0.95,0.688,0.296,0.000166,0.115,-11.064,0.0872,89.091,4
498,Amuleto,Amuleto,Pedro Mendes,2017-11-10,132429,39,0.485,0.929,0.485,0.197,0.0,0.0994,-11.894,0.0402,61.501,3
499,Youngblood,Youngblood,5 Seconds of Summer,2018-04-12,203417,69,0.596,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,4
500,Tudo Amiga (feat. Mc Th),Tudo Amiga (feat. Mc Th),DENNIS,2017-10-21,144394,24,0.895,0.146,0.895,0.548,3.55e-06,0.0511,-5.824,0.0618,101.976,4
501,Avisa Que Eu Cheguei - Ao Vivo,Contraste (Ao Vivo),Naiara Azevedo,2017-07-28,175760,49,0.669,0.126,0.669,0.912,0.0,0.348,-2.729,0.121,92.298,4
502,Machika,Machika,J Balvin,2018-01-19,181733,0,0.615,0.0524,0.615,0.833,0.0,0.171,-3.377,0.39,212.117,4
503,Menina,Menina,The Fish House,2017,213333,0,0.741,0.0153,0.741,0.754,7.95e-06,0.195,-8.262,0.0582,117.0,4
504,Narciso,Narciso,R. Diaz,2018-03-05,244300,5,0.47,0.468,0.47,0.818,1.21e-05,0.203,-7.369,0.0456,150.064,3
505,Weak,The Click,AJR,2017-06-30,201160,66,0.673,0.137,0.673,0.637,0.0,0.184,-4.518,0.0429,123.98,4
506,All I Want,In A Perfect World (Deluxe),Kodaline,2013-06-14,305746,1,0.188,0.174,0.188,0.411,0.153,0.0843,-9.733,0.0484,187.376,3
507,We Are Fire,We Are Fire,Saint Raymond,2017-11-03,260079,0,0.635,0.00425,0.635,0.629,0.0,0.117,-7.1,0.0329,113.982,4
508,Way down We Go,Way down We Go,KALEO,2015-08-07,219560,64,0.59,0.612,0.59,0.578,0.000162,0.0837,-5.798,0.0528,81.663,4
509,O Amor Existe (Meu Amor) [feat. MAR ABERTO],O Amor Existe (Meu Amor) [feat. MAR ABERTO],Selva,2017-12-15,192786,34,0.633,0.0255,0.633,0.809,0.0,0.086,-5.872,0.0355,122.034,4
510,Cante por Nós,Cante por Nós,Vintage Culture,2018-03-09,209032,58,0.776,0.048,0.776,0.819,0.000325,0.0897,-5.213,0.057,124.043,4
511,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)","Like A Riddle (feat. Hearts & Colors, Adam Trigger)",Felix Jaehn,2017-10-06,179565,0,0.811,0.0879,0.811,0.655,3.4e-06,0.0943,-6.494,0.0475,109.981,4
512,Would You Ever,Would You Ever,Skrillex,2017-07-26,234285,61,0.653,0.0079,0.653,0.91,0.0,0.318,-3.36,0.0566,126.047,4
513,Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,0,0.675,0.0392,0.675,0.662,0.0,0.128,-4.989,0.0318,134.936,4
514,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,79,0.893,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4
515,Phases,Phases,ALMA,2017-09-21,203891,0,0.764,0.334,0.764,0.722,0.0,0.103,-4.404,0.0881,110.007,4
516,Tô Com Moral No Céu! - Ao Vivo,Tô Com Moral No Céu! (Ao Vivo),Matheus & Kauan,2018-01-19,170075,0,0.436,0.341,0.436,0.756,0.0,0.464,-4.771,0.111,112.285,3
517,X,X,Nicky Jam,2018-03-02,173627,2,0.595,0.0364,0.595,0.773,0.00108,0.334,-4.736,0.0549,180.073,4
518,Take Me Home,I Cry When I Laugh,Jess Glynne,2015,265381,67,0.558,0.292,0.558,0.451,0.0,0.101,-6.163,0.0388,150.008,4
519,We're Going Home,We're Going Home,Vance Joy,2018-01-10,206360,31,0.386,0.323,0.386,0.675,3.68e-06,0.14,-5.481,0.0424,189.894,4
520,Sick Boy,Sick Boy...You Owe Me,The Chainsmokers,2018-02-16,193893,0,0.548,0.104,0.548,0.58,0.0,0.127,-7.524,0.121,180.066,4
521,Death of a Bachelor,Death of a Bachelor,Panic! At The Disco,2016-01-15,203506,70,0.462,0.0137,0.462,0.538,0.0,0.429,-5.527,0.059,139.256,4
522,Legends Never Die (feat. Against the Current),Legends Never Die (feat. Against The Current),League of Legends,2017-09-15,235000,0,0.498,0.00786,0.498,0.598,0.0,0.111,-6.638,0.0377,140.078,4
523,Hola (feat. Maluma),Hola (feat. Maluma),Flo Rida,2017-11-17,192376,54,0.757,0.0207,0.757,0.711,3.04e-05,0.11,-5.693,0.0769,113.026,4
524,Tokyo,Night Visions,Imagine Dragons,2012-09-04,195853,46,0.663,0.0016,0.663,0.692,1.5e-05,0.172,-6.456,0.0308,119.983,4
525,Smoke And Mirrors,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-10-23,260906,48,0.601,0.0657,0.601,0.636,0.0218,0.446,-7.283,0.0283,109.987,4
526,Wait,Red Pill Blues (Deluxe),Maroon 5,2017-11-03,190642,0,0.659,0.0889,0.659,0.604,0.0,0.105,-5.084,0.0542,126.135,4
527,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,Atitude 67 (Ao Vivo),Atitude 67,2017-11-24,210386,0,0.67,0.616,0.67,0.834,0.0,0.826,-4.942,0.0658,162.978,4
528,Everyday,Everyday,Logic,2018-03-02,204826,58,0.668,0.0346,0.668,0.756,0.0,0.0793,-3.904,0.0382,149.908,4
529,Modo Avião - Tropkillaz Remix,Modo Avião (Tropkillaz Remix) - Single,NX Zero,2016-12-09,195050,6,0.66,0.0422,0.66,0.931,0.00427,0.348,-6.244,0.0539,147.995,4
530,"Batatas, Galáxias & Milkshakes","Batatas, Galáxias & Milkshakes",Eu Sou o Gabe,2017-12-13,111402,19,0.539,0.808,0.539,0.427,0.0,0.433,-8.884,0.0519,110.672,4
531,Next To Me,Evolve,Imagine Dragons,2017-06-23,230288,0,0.385,0.328,0.385,0.687,0.000163,0.0443,-4.426,0.0592,113.669,4
532,IDGAF,IDGAF,Dua Lipa,2018-01-12,217946,49,0.836,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.028,4
533,Grow Up,Grow Up,Olly Murs,2016-10-07,224773,0,0.571,0.279,0.571,0.719,0.0,0.0891,-3.914,0.0655,167.339,4
534,All I Ever Do (Is Say Goodbye),All I Ever Do (Is Say Goodbye),Zak Abel,2017-06-16,180059,33,0.629,0.0215,0.629,0.859,0.0,0.217,-3.127,0.0273,106.016,4
535,Cheia de Manias - Ao Vivo,Raça Negra e Amigos II (Ao Vivo),Raça Negra,2017-08-25,277125,55,0.714,0.389,0.714,0.822,1.88e-05,0.916,-7.183,0.0599,99.989,4
536,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,210772,73,0.653,0.194,0.653,0.809,0.0,0.165,-4.057,0.0474,92.213,4
537,Ta Tum Tum,Ta Tum Tum,MC Kevinho,2018-01-30,164157,0,0.749,0.252,0.749,0.68,3.21e-06,0.0931,-7.084,0.13,174.164,4
538,Moonlight,Just The Beginning,Grace VanderWaal,2017-11-03,174106,61,0.737,0.399,0.737,0.734,0.0,0.323,-4.71,0.156,91.999,4
539,Just A Crush,Just The Beginning,Grace VanderWaal,2017-11-03,194240,39,0.642,0.437,0.642,0.532,0.0,0.267,-6.03,0.0354,98.033,4
540,Escape My Mind,Just The Beginning,Grace VanderWaal,2017-11-03,196306,43,0.731,0.0965,0.731,0.808,0.0,0.535,-3.975,0.0506,95.019,4
541,Talk Good,Just The Beginning,Grace VanderWaal,2017-11-03,181000,36,0.833,0.138,0.833,0.546,0.0,0.0956,-7.825,0.0721,102.004,4
542,Florets,Just The Beginning,Grace VanderWaal,2017-11-03,225933,39,0.67,0.182,0.67,0.705,2.08e-05,0.101,-5.573,0.126,116.052,4
543,Insane Sometimes,Just The Beginning,Grace VanderWaal,2017-11-03,210466,35,0.699,0.187,0.699,0.471,0.0,0.0967,-6.442,0.0387,110.009,4
544,A Better Life,Just The Beginning,Grace VanderWaal,2017-11-03,244160,34,0.398,0.9,0.398,0.39,0.000153,0.209,-7.767,0.0298,122.031,4
545,City Song,Just The Beginning,Grace VanderWaal,2017-11-03,201480,41,0.545,0.194,0.545,0.563,0.0,0.306,-5.874,0.0556,99.847,4
546,Darkness Keeps Chasing Me,Just The Beginning,Grace VanderWaal,2017-11-03,281693,38,0.293,0.568,0.293,0.318,0.0,0.104,-7.126,0.0321,77.057,3
547,So Much More Than This,Just The Beginning,Grace VanderWaal,2017-11-03,174080,54,0.742,0.136,0.742,0.522,0.0,0.0422,-4.111,0.152,180.039,4
548,Paga De Solteiro Feliz,Paga De Solteiro Feliz,Simone & Simaria,2018-01-05,176326,0,0.686,0.0383,0.686,0.945,1.42e-05,0.0898,-3.123,0.0598,98.008,4
549,Man of the Woods,Man of the Woods,Justin Timberlake,2018-02-02,243986,50,0.624,0.315,0.624,0.452,1.02e-05,0.311,-8.206,0.0681,199.775,4
550,...Ready For It? - BloodPop® Remix,...Ready For It? (BloodPop® Remix),Taylor Swift,2017-12-01,189508,0,0.581,0.0997,0.581,0.845,0.0,0.104,-4.893,0.226,160.044,4
551,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,2017-12-15,265363,67,0.544,0.586,0.544,0.417,0.0,0.085,-4.387,0.0247,95.156,3
552,Young - KO:YU Remix,Young (Remixes),The Chainsmokers,2017-12-15,212306,35,0.523,0.162,0.523,0.63,0.0,0.0975,-6.774,0.0411,122.853,4
553,Candy Paint,Candy Paint,Post Malone,2017-10-20,229573,0,0.765,0.633,0.765,0.688,0.0,0.0734,-5.566,0.0841,90.013,4
554,Mi Gente,Mi Gente,J Balvin,2017-06-30,189440,0,0.543,0.0148,0.543,0.677,6.21e-06,0.13,-4.915,0.0993,103.809,4
555,Se Preparó,Odisea,Ozuna,2017-08-25,188080,74,0.739,0.222,0.739,0.821,9.6e-06,0.311,-4.233,0.0852,171.077,4
556,Big Jet Plane,Big Jet Plane,Alok,2017-10-09,182146,58,0.647,0.113,0.647,0.713,0.00703,0.146,-5.874,0.0256,124.982,4
557,Era uma Vez,Kell Smith,Kell Smith,2017-03-08,224000,0,0.68,0.485,0.68,0.449,0.0,0.129,-6.983,0.0324,94.842,4
558,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Various Artists,2017-12-18,201532,64,0.876,0.0227,0.876,0.55,4.52e-05,0.294,-5.464,0.152,129.924,4
559,First Defeat,Ledges,Noah Gundersen,2014-02-11,243773,48,0.519,0.858,0.519,0.214,0.0021,0.118,-11.243,0.0298,144.411,4
560,Tip Toe (feat. French Montana),Tip Toe (feat. French Montana),Jason Derulo,2017-11-10,187521,65,0.845,0.0233,0.845,0.709,0.0,0.094,-4.547,0.0714,98.062,4
561,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,84,0.557,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4
562,Never Let Me Go,Never Let Me Go,Alok,2017-05-05,184070,0,0.722,0.0447,0.722,0.84,1.28e-05,0.066,-3.939,0.0349,124.003,4
563,Is That For Me,Is That For Me,Alesso,2017-10-13,169269,54,0.761,0.229,0.761,0.784,0.207,0.0573,-5.501,0.0509,104.992,4
564,Harry Porra,Harry Porra,Mc Maha,2017-10-10,154573,0,0.703,0.441,0.703,0.648,8.37e-06,0.367,-5.338,0.423,123.526,4
565,Downtown,Downtown,Anitta,2017-11-19,193456,73,0.775,0.18,0.775,0.679,7.26e-05,0.068,-4.985,0.135,166.008,4
566,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,80,0.799,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
567,What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,2017-11-03,199849,0,0.795,0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0.0671,110.009,4
568,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,79,0.681,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,4
569,1-800-273-8255,Everybody,Logic,2017-05-05,250173,1,0.627,0.568,0.627,0.572,1.52e-06,0.198,-7.738,0.0373,100.041,4
570,Échame La Culpa,Échame La Culpa,Luis Fonsi,2017-11-17,173720,0,0.724,0.0322,0.724,0.895,0.0,0.097,-3.617,0.0411,96.022,4
571,Wolves,Wolves,Selena Gomez,2017-10-25,197993,0,0.715,0.139,0.715,0.802,0.0,0.177,-4.647,0.0394,124.989,4
572,Just Imagine It,Bad Girls EP,MKTO,2015-07-24,250746,55,0.699,0.0466,0.699,0.761,0.0,0.107,-4.337,0.0457,120.044,4
573,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,0,0.659,0.0393,0.659,0.717,0.0,0.0769,-4.202,0.0581,103.036,4
574,HOLD ME TIGHT OR DON’T,HOLD ME TIGHT OR DON'T,Fall Out Boy,2017-11-15,210373,0,0.579,0.00669,0.579,0.923,7.88e-06,0.109,-4.324,0.0512,95.992,4
575,Deixe Me Ir - Acústico,Deixe Me Ir (Acústico),1Kilo,2017-03-17,213191,68,0.555,0.841,0.555,0.439,0.0,0.106,-11.026,0.222,186.581,4
576,Perfect - Acoustic,Perfect (Acoustic),Ed Sheeran,2017-11-10,260866,60,0.432,0.459,0.432,0.377,0.0,0.114,-5.79,0.0304,94.973,3
577,Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,2017-08-10,181672,1,0.652,0.00179,0.652,0.855,0.0,0.0404,-4.832,0.0441,134.009,4
578,I'm Born To Run,What We Live For,American Authors,2016-07-01,206920,0,0.618,0.0693,0.618,0.922,0.0,0.11,-5.547,0.054,125.992,4
579,Baldin de Gelo,Baldin de Gelo,Claudia Leitte,2017-08-04,167341,0,0.767,0.223,0.767,0.793,0.0,0.0598,-4.228,0.12,87.983,4
580,6 AM,La Familia,J Balvin,2013-01-01,243226,0,0.754,0.144,0.754,0.743,0.0,0.275,-5.049,0.0918,176.015,4
581,Ritmo Mexicano,Ritmo Mexicano,Mc Gw,2017-07-22,190354,0,0.687,0.126,0.687,0.872,0.00839,0.0906,-3.013,0.0983,179.991,4
582,Pode Se Soltar,Pode Se Soltar,Jerry Smith,2017-04-05,180114,28,0.855,0.00579,0.855,0.506,0.0,0.101,-5.303,0.345,160.088,4
583,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),J Balvin,2017-09-28,209733,0,0.705,0.0249,0.705,0.714,0.0,0.253,-6.39,0.0792,104.996,4
584,Let You Down,Perception,NF,2017-10-06,212120,1,0.659,0.33,0.659,0.716,0.0,0.173,-5.673,0.111,148.015,4
585,Automaticamente,Dennis Dj Apresenta: Funk Now,DENNIS,2016-09-22,187839,48,0.918,0.0192,0.918,0.907,3.36e-06,0.0637,0.04,0.0812,132.076,4
586,Cê Acredita - Ao Vivo,Em Sintonia (Ao Vivo) - Deluxe,João Neto & Frederico,2017-08-04,170517,45,0.657,0.316,0.657,0.925,0.0,0.606,-2.252,0.189,93.941,4
587,Strip That Down,Strip That Down,Liam Payne,2017-05-18,204502,2,0.869,0.246,0.869,0.485,0.0,0.0765,-5.595,0.0545,106.028,4
588,Encaixa,Encaixa,MC Kevinho,2017-07-28,169350,0,0.674,0.354,0.674,0.789,0.0,0.115,-4.63,0.287,163.896,4
589,One Foot,One Foot,WALK THE MOON,2017-09-22,261371,0,0.581,0.00773,0.581,0.826,1.56e-06,0.792,-4.87,0.0357,100.018,4
590,What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,2017-08-30,199849,0,0.795,0.0767,0.795,0.608,2.92e-06,0.0853,-5.222,0.0694,110.001,4
591,The Last Of The Real Ones,The Last Of The Real Ones,Fall Out Boy,2017-09-14,230426,0,0.577,0.00527,0.577,0.882,0.0,0.257,-5.224,0.0492,115.022,4
592,Too Much To Ask,Too Much To Ask,Niall Horan,2017-09-14,223043,0,0.517,0.375,0.517,0.552,0.0,0.106,-6.401,0.039,153.747,4
593,Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-17,225520,63,0.572,0.00638,0.572,0.778,0.0,0.0563,-5.208,0.233,168.073,4
594,Corpo Sensual (feat. Mateus Carrilho),Vai Passar Mal,Pabllo Vittar,2017-08-21,170649,51,0.717,0.119,0.717,0.918,0.0,0.0751,-2.638,0.0482,153.983,4
595,What About Us,What About Us,P!nk,2017-08-10,271519,57,0.386,0.0252,0.386,0.594,3.19e-06,0.0873,-6.186,0.0566,113.756,4
596,Alive,Alive,Harry Brown,2017-07-05,256783,0,0.62,0.146,0.62,0.497,0.00121,0.328,-9.485,0.113,123.873,4
597,Carnival Hearts,Carnival Hearts,Kayla Diamond,2017-04-07,245333,27,0.638,0.138,0.638,0.667,0.0,0.527,-5.644,0.0428,90.041,4
598,Just Call (feat. Bella Thorne),Just Call (feat. Bella Thorne),Prince Fox,2017-06-30,168000,0,0.449,0.0291,0.449,0.715,0.0,0.641,-5.087,0.1,180.4,4
599,OK,OK,Robin Schulz,2017-05-19,189306,64,0.653,0.118,0.653,0.81,0.0,0.126,-6.032,0.0558,121.951,4
600,Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,2017-03-03,193613,61,0.703,0.15,0.703,0.868,0.132,0.104,-4.661,0.0291,121.03,4
601,Know No Better,Know No Better,Major Lazer,2017-06-01,225849,59,0.738,0.132,0.738,0.814,9.64e-06,0.126,-4.414,0.0999,119.041,4
602,Mama,Mama,Jonas Blue,2017-05-05,184133,61,0.737,0.102,0.737,0.792,0.0,0.0532,-4.117,0.0416,104.012,4
603,2U,2U,David Guetta,2017-06-09,194906,62,0.551,0.225,0.551,0.651,0.0,0.224,-5.828,0.0594,144.875,4
604,Sua cara (feat. Anitta & Pabllo Vittar),Know No Better,Major Lazer,2017-06-02,167310,0,0.789,0.00812,0.789,0.767,0.000348,0.101,-4.612,0.0715,99.957,4
605,Heaven In Hiding,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,207173,0,0.539,0.083,0.539,0.879,0.0,0.0619,-3.833,0.146,117.831,4
606,Don't Let Me Be Yours - AObeats Remix,Don't Let Me Be Yours (Remixes),Zara Larsson,2017-06-02,251009,22,0.927,0.0555,0.927,0.595,2.57e-05,0.0736,-5.752,0.0798,108.975,4
607,Wait For The Night - Suyano Edit,Revealed Recordings presents Revealed Festival EP Vol. 4,Various Artists,2017-05-11,221250,15,0.448,0.0612,0.448,0.893,0.0,0.355,-6.074,0.0575,127.962,4
608,Good Times,Good Times,All Time Low,2017-05-31,224946,17,0.56,0.00388,0.56,0.887,0.0,0.341,-6.314,0.0594,130.026,4
609,Run,Run,Foo Fighters,2017-06-01,323366,42,0.365,2.95e-05,0.365,0.913,0.0783,0.699,-8.01,0.0687,136.128,4
610,Se o Amor Tiver Lugar,Se o Amor Tiver Lugar,Jorge & Mateus,2017-01-27,159905,54,0.606,0.203,0.606,0.739,0.0,0.408,-3.954,0.0384,119.898,4
611,Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,2017-01-27,220883,78,0.584,0.0895,0.584,0.54,0.0,0.261,-7.786,0.0576,137.972,4
612,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,75,0.696,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,4
613,Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,195213,68,0.75,0.187,0.75,0.76,0.0,0.0548,-4.836,0.198,183.817,4
614,Crying in the Club,Crying in the Club,Camila Cabello,2017-05-18,216391,70,0.334,0.334,0.334,0.617,0.0,0.163,-5.834,0.383,85.227,4
615,Switch,Switch,Iggy Azalea,2017-05-19,189600,0,0.914,0.00348,0.914,0.624,0.00389,0.395,-6.112,0.0531,109.977,4
616,Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,201600,0,0.673,0.0476,0.673,0.671,0.0,0.107,-4.998,0.0302,134.942,4
617,Stay Together,Stay Together,Noah Cyrus,2017-04-14,192731,54,0.659,0.174,0.659,0.589,0.0,0.095,-4.004,0.0541,72.015,4
618,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,228826,1,0.694,0.229,0.694,0.815,0.0,0.0924,-4.328,0.12,88.931,4
619,I'm the One,I'm the One,DJ Khaled,2017-04-27,288876,0,0.599,0.0533,0.599,0.667,0.0,0.134,-4.267,0.0367,80.984,4
620,The Cure,The Cure,Lady Gaga,2017-04-16,211363,0,0.696,0.0745,0.696,0.503,0.0,0.0869,-4.842,0.0356,99.977,4
621,O Grave Bater,O Grave Bater,MC Kevinho,2017-03-24,181894,0,0.91,0.468,0.91,0.741,7.63e-05,0.055,-2.294,0.0565,95.008,4
622,Stay (with Alessia Cara),Stay,Zedd,2017-02-23,210090,0,0.679,0.232,0.679,0.634,0.0,0.115,-5.024,0.0654,102.013,4
623,K.O.,Vai Passar Mal,Pabllo Vittar,2017-01-12,155654,0,0.689,0.505,0.689,0.713,0.0,0.0846,-4.34,0.0398,155.04,4
624,First Time,First Time,Kygo,2017-04-28,193511,65,0.633,0.197,0.633,0.592,0.0,0.099,-7.245,0.112,90.066,4
625,Basketball - Edit Mix,Basketball (Edit Mix),Jean Marie,2017-04-28,193840,1,0.762,0.0494,0.762,0.857,0.0,0.101,-4.199,0.104,103.958,4
626,No Vacancy,No Vacancy,OneRepublic,2017-04-28,223189,0,0.71,0.0571,0.71,0.73,0.0,0.139,-4.001,0.0607,99.986,4
627,Thunder,Thunder,Imagine Dragons,2017-04-27,187761,0,0.601,0.00502,0.601,0.834,0.15,0.121,-3.78,0.0455,167.879,4
628,Young And Menace,Young And Menace,Fall Out Boy,2017-04-27,223800,0,0.648,0.0983,0.648,0.833,0.001,0.127,-5.116,0.0543,108.001,4
629,Bon Appétit,Bon Appétit,Katy Perry,2017-04-28,227292,0,0.797,0.115,0.797,0.791,6e-05,0.144,-5.799,0.0626,106.044,4
630,Attention,Starboy,The Weeknd,2016-11-25,197653,0,0.661,0.672,0.661,0.429,0.000204,0.118,-7.33,0.136,148.028,4
631,Issues,Issues,Julia Michaels,2017-01-13,176346,0,0.683,0.368,0.683,0.427,0.0,0.0604,-6.827,0.0777,113.634,4
632,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,216408,75,0.696,0.075,0.696,0.817,0.0,0.187,-3.862,0.109,98.064,4
633,Fica,Fica,ANAVITÓRIA,2017-04-18,184267,0,0.493,0.469,0.493,0.509,0.0,0.093,-6.461,0.0367,188.399,4
634,Luzes de São Paulo,Luzes de São Paulo,Fernando & Sorocaba,2017-04-17,214000,36,0.731,0.321,0.731,0.542,0.0,0.114,-6.624,0.0424,131.973,4
635,Nights With You,Nights With You,MØ,2017-04-21,197494,57,0.763,0.401,0.763,0.671,1.16e-05,0.375,-4.029,0.1,120.06,4
636,Cheguei - Ruxell Remix,Cheguei (Remixes),LUDMILLA,2017-04-21,205000,12,0.717,0.0692,0.717,0.891,0.0,0.0908,-1.815,0.247,143.953,4
637,There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,2017-04-20,199440,0,0.857,0.329,0.857,0.804,0.0,0.088,-4.005,0.0623,121.972,4
638,Wonderful Life (Mi Oh My) - From the Angry Birds Movie Original Motion Picture Soundtrack,Wonderful Life (Mi Oh My) [From the Angry Birds Movie Original Motion Picture Soundtrack],Matoma,2016-04-22,210920,48,0.871,0.217,0.871,0.754,1.09e-05,0.122,-5.771,0.034,110.97,4
639,The One,Memories...Do Not Open,The Chainsmokers,2017-04-07,177573,60,0.76,0.238,0.76,0.303,8.09e-06,0.294,-11.362,0.0284,99.991,4
640,Break Up Every Night,Memories...Do Not Open,The Chainsmokers,2017-04-07,207520,54,0.624,0.00411,0.624,0.806,0.0,0.0872,-5.957,0.0437,149.999,4
641,Bloodstream,Memories...Do Not Open,The Chainsmokers,2017-04-07,224280,54,0.62,0.0317,0.62,0.627,0.0,0.172,-5.889,0.0259,90.955,4
642,Don't Say,Memories...Do Not Open,The Chainsmokers,2017-04-07,228480,53,0.567,0.0199,0.567,0.464,9.31e-06,0.269,-9.66,0.0302,99.806,4
643,My Type,Memories...Do Not Open,The Chainsmokers,2017-04-07,217413,55,0.604,0.0357,0.604,0.603,0.0,0.126,-6.324,0.0389,94.989,4
644,It Won't Kill Ya,Memories...Do Not Open,The Chainsmokers,2017-04-07,217613,56,0.572,0.0647,0.572,0.53,0.000169,0.127,-8.521,0.0654,170.138,4
645,Paris,Memories...Do Not Open,The Chainsmokers,2017-04-07,221506,74,0.653,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4
646,Honest,Memories...Do Not Open,The Chainsmokers,2017-04-07,208000,58,0.673,0.0121,0.673,0.514,8.5e-05,0.385,-10.772,0.0465,100.035,4
647,Wake Up Alone,Memories...Do Not Open,The Chainsmokers,2017-04-07,215720,52,0.643,0.0102,0.643,0.52,0.0,0.11,-5.968,0.0334,75.168,4
648,Young,Memories...Do Not Open,The Chainsmokers,2017-04-07,224773,62,0.615,0.0105,0.615,0.564,0.0,0.148,-6.384,0.0291,103.006,4
649,Last Day Alive,Memories...Do Not Open,The Chainsmokers,2017-04-07,214306,51,0.435,0.0571,0.435,0.706,4.15e-05,0.0903,-8.197,0.0425,144.913,4
650,Olha a Explosão,Olha a Explosão,MC Kevinho,2016-12-15,161593,0,0.774,0.109,0.774,0.611,0.0,0.0805,-2.883,0.134,89.995,4
651,Wake Up Where You Are,Wake Up Where You Are,State of Sound,2016-09-30,207306,47,0.706,0.11,0.706,0.674,0.000626,0.0784,-6.977,0.0337,113.956,4
652,Sex for Breakfast,Sex for Breakfast,Life of Dillon,2017-01-13,194857,43,0.852,0.145,0.852,0.601,0.0,0.104,-4.917,0.0299,94.99,4
653,Love Me Now,Love Me Now,John Legend,2016-10-07,210306,55,0.416,0.572,0.416,0.773,0.0,0.105,-3.784,0.0949,122.65,4
